predictions,labels
-7.718247,3
-6.2492275,3
-18.276182,2
-6.7246146,2
8.974579,1
-9.512384,3
-2.7852244,3
-5.366692,3
-8.899347,2
9.363435,1
-8.238801,0
9.467394,1
-7.7587357,3
1.1193875,2
9.024332,1
-6.099564,0
-6.009327,2
-2.8900898,2
6.866288,1
-9.710224,0
5.6453443,1
-1.7186503,2
-0.6550841,1
-7.4243546,3
-4.54983,2
-13.115177,0
-7.0634665,2
-7.10695,3
-1.9770949,1
-5.3350544,3
-7.4040203,2
-9.907105,2
-8.792173,0
-6.887391,2
10.709724,1
-0.74968904,0
5.7992997,0
-7.5968523,2
5.006415,1
-6.1604524,0
-4.596723,3
0.9963545,1
8.036167,1
-5.740248,3
-2.5170789,2
-3.26603,3
-5.0486407,2
-13.157291,3
-8.1320915,2
-8.128748,3
-5.845008,2
2.9680948,1
-5.074013,2
-9.291496,2
5.785629,1
-2.63764,2
2.2560942,2
-5.8620358,3
0.3532387,2
-13.343328,0
9.548661,1
-7.68227,3
-8.411816,3
-12.424408,3
-8.195552,2
-8.336046,3
1.4954553,1
-5.9348326,2
3.4241924,1
-1.1427464,0
-5.061558,3
1.7388786,3
-6.505106,3
7.554614,1
14.557907,1
0.2820338,2
-1.2537428,0
-10.336314,2
10.8543,1
-6.297943,2
-0.2147777,2
13.442643,1
-8.655557,0
-6.468987,0
-4.849224,3
-11.39341,2
-4.035327,2
-7.5429864,2
-0.21464224,0
-4.442733,3
3.7040663,3
-10.592098,0
2.744241,2
-5.2159705,0
-7.172144,2
-1.9364294,2
-0.83816797,1
-3.104478,2
-9.029197,0
14.084947,1
6.259678,1
-1.8699162,2
-3.4286823,0
-8.848536,2
-5.236283,0
4.1409626,1
0.85531455,3
12.091505,1
-3.829745,2
-12.749072,0
-2.8462486,3
-5.786068,0
-3.9034019,2
1.0620548,1
-6.3889923,3
-5.2145853,2
-5.4293594,3
-1.5218017,0
9.005253,1
-9.056355,0
4.5733967,1
-9.430155,3
-3.678107,3
-7.72326,0
-1.998262,3
-10.010529,2
-3.2556186,2
6.848755,1
-0.15306981,2
-0.7732344,3
-8.322487,3
-0.4618814,2
-4.2491755,2
8.490078,1
-5.602817,2
2.9119487,0
-6.742908,0
-4.076074,3
-8.011877,2
-1.304946,2
-7.032949,2
-5.807176,2
9.564437,1
13.131842,1
8.621069,1
5.5965133,1
-7.745071,2
-10.215115,2
4.3633003,1
-8.244631,2
8.910152,1
-1.6721371,3
-5.1821847,2
5.104711,1
8.9262085,1
-2.2756155,0
-1.8624967,3
-4.970106,2
-9.211965,0
-7.801509,2
-4.286691,0
9.81275,1
-9.783843,2
-8.400258,2
-6.2375703,2
-1.2843332,0
-8.59875,2
-6.969524,3
10.50889,1
-6.6157985,2
-13.609871,2
9.59742,1
-10.255368,2
-2.5181832,2
-7.634472,2
0.4708413,2
-4.4318686,3
-2.4356322,2
8.858823,1
-10.3296,2
9.639854,1
-13.007718,3
-8.208122,2
-6.2991886,0
-5.096624,3
7.00307,1
-4.1384373,3
2.8249729,1
-3.4387536,3
-11.246846,0
-3.7398098,2
-12.912239,0
-5.1055346,2
-6.9160833,2
13.523743,1
-8.083615,0
14.908949,1
-8.145211,0
-4.2283707,2
-8.884984,0
9.831413,1
-5.610424,0
-0.46113795,1
-2.7911499,2
4.84787,1
3.9822762,1
7.1370683,1
-10.036369,2
1.1062028,0
-6.800087,0
-5.374534,3
-4.7826796,0
-0.37938675,3
-0.19318977,0
-10.473582,0
-3.6162713,3
-3.263286,2
2.9698694,2
-6.368494,3
0.26852775,0
-8.4929285,2
-7.827095,2
-4.633574,3
14.595644,1
-6.1020055,2
-4.3925986,2
-5.3770905,3
-10.852583,0
-7.883976,3
-4.158585,3
-1.5153328,3
-11.321837,3
-7.0965796,2
-0.76494205,3
-9.538862,2
-4.61983,3
-5.003996,0
-0.5972653,3
17.316216,1
-2.221634,2
0.20783351,0
1.1145928,2
-0.52897966,2
9.627304,1
-12.687889,2
10.506697,1
-9.069543,3
-8.222541,3
-0.054416485,1
-6.453197,2
-12.621434,0
-5.0731955,3
-8.405748,0
0.7306544,1
-3.534823,3
14.426194,1
-1.1971494,3
-4.68418,3
-2.039862,3
-8.285759,0
0.9425961,3
14.309626,1
0.1731968,2
0.47065562,1
13.571769,1
-6.4961333,3
-8.152956,0
-5.527446,2
0.1592237,0
-3.0888317,3
-0.606565,3
-4.423128,0
0.8900798,3
-3.6098926,2
-8.044393,3
-12.723174,0
-6.5137753,2
4.8796797,0
9.1991005,1
-8.774463,0
1.118025,2
-12.01712,3
0.35829648,0
-1.7638187,2
-6.893134,2
-10.951761,2
-2.5124583,0
-6.98784,2
-6.1794806,0
-3.2930512,3
-1.3148065,1
-2.6111898,3
-3.5441225,0
-11.497127,0
-7.342486,2
-10.04195,0
-3.0115592,2
-4.800225,2
1.6577948,1
-6.538508,2
-3.9442594,3
-5.2790365,3
-5.3443713,3
-8.3345375,0
-7.495979,2
-1.2383451,3
8.716849,1
-9.965198,3
4.467085,1
-9.862317,3
-8.106099,0
6.425631,1
-1.646653,0
0.86732835,3
-8.380633,0
3.3662739,1
-8.233852,0
-8.079364,3
-3.8560247,2
-3.894242,0
-5.42576,3
-4.72376,3
-3.4898634,2
-14.2756815,0
-2.3417544,2
-6.8951497,2
10.095991,1
-6.618515,2
-0.6655049,2
1.2012156,1
-3.8319836,2
-5.319977,0
13.401009,1
-3.6326585,0
-7.828246,0
2.0189197,2
-6.812275,1
-0.8101868,0
-4.8464627,0
-6.235343,0
-0.7749304,0
-11.424685,0
-1.771183,0
-5.8864374,2
-5.9427238,2
-7.6747627,2
15.175128,1
-14.45982,0
-2.6853359,2
11.327074,1
-3.9764411,2
-2.6020162,3
-13.70193,0
-9.637998,0
-2.8840473,0
-1.4849206,0
-12.517279,3
1.2682945,2
-2.899418,2
-9.331506,0
-7.44198,3
-2.5082927,2
-2.562816,1
-1.7536705,2
-9.435728,0
-1.9266685,2
-7.2584596,0
-3.1849527,0
-6.79681,3
-4.6445966,2
7.7386494,1
-0.04303537,0
-6.71904,0
-11.227008,0
-7.6228614,0
-9.244737,3
13.714417,1
-5.9035974,3
-3.696737,2
-11.343413,0
-5.547561,2
-3.370568,0
12.06724,1
-9.728565,0
-5.7713437,3
4.724181,1
-8.446903,0
-3.7318537,2
2.0808952,3
8.775095,1
-2.9361055,3
4.4072556,1
10.629691,1
-2.2560482,3
-1.7124047,2
-4.1576715,3
-7.13778,2
-9.281936,0
-5.0960217,0
-0.19717576,1
-1.8131862,2
14.774567,1
2.818859,2
-3.875524,2
-6.109276,3
-8.174556,0
-1.362578,3
-9.872758,0
-6.9117002,2
5.753337,1
-2.1097383,2
-4.123249,3
-11.414156,2
-3.392251,0
-3.5422413,3
-2.6268594,3
-2.835193,3
-0.8289466,2
-8.391254,0
-2.1133816,3
-11.2479105,0
-0.28455546,0
-4.91924,2
12.887452,1
0.40703273,1
-9.288067,2
-8.143404,2
-1.3664111,1
-8.968768,0
1.0071558,1
-6.2320824,0
-5.8316307,3
-2.0572195,3
-1.8580749,3
13.33348,1
-8.86654,0
5.296428,1
1.4573387,3
-5.1706786,0
-1.434393,2
-3.4857185,0
-3.3341587,2
-0.5240618,2
-8.1758995,0
-9.194906,2
-5.1620154,3
-14.1175585,0
-10.23584,0
10.1082,1
2.3516524,0
-6.8297753,3
-1.8593136,3
-7.714098,2
-5.836124,3
6.1768045,1
-1.8003904,0
-8.654714,0
-1.3755368,2
0.00026899215,3
17.770458,1
-5.297789,3
-4.4918766,0
-6.7223954,0
-9.411404,2
-9.2017975,2
-4.0091133,0
-9.670945,2
-8.183756,3
-3.6936483,3
9.044099,1
0.1872784,3
-17.626446,0
0.43167952,1
0.3869324,1
-4.452641,2
-9.446913,3
2.6503327,2
2.1934674,0
13.5674305,1
14.341467,1
-4.067717,0
-2.8877652,2
-11.411754,0
-7.6319585,3
-8.747481,2
-0.65741175,2
-6.7537527,2
-12.07009,0
-13.973771,2
-12.582902,0
-9.410401,0
-2.7007773,3
-10.838554,2
-11.551041,2
-0.44785175,2
-6.4541817,3
-6.8620954,2
-6.753606,3
-6.774983,2
-8.946895,2
0.34658915,3
7.6378007,1
-13.007707,0
-3.296734,2
-4.6462903,0
-3.6372812,0
-5.963788,2
6.207836,1
-5.2551026,3
-5.839839,3
-7.251833,2
-2.2753065,0
-6.0921803,2
4.169772,2
-13.950348,0
-3.7024107,0
-3.776548,3
-2.5422463,1
-6.0631323,3
-6.4014683,0
-2.9459593,3
10.190586,1
-5.5481753,0
-2.400548,3
-0.18775465,0
-6.8725033,2
-3.045071,0
-3.0068204,2
-2.5026128,2
-10.028701,2
-4.9454813,2
4.9207797,1
-12.302007,0
-7.5126066,3
13.527357,1
-1.6344756,3
4.9203234,1
-9.013685,2
-5.434374,0
6.7720203,1
-0.48147076,0
-5.665665,0
-9.866029,3
5.861927,1
3.7335877,1
-4.359665,2
2.8360667,3
1.8450801,0
-12.700712,2
-7.8198037,2
-10.605579,3
-5.695299,0
12.546089,1
-8.441749,3
-3.0525184,2
7.564468,1
-1.6035914,2
-5.3605466,2
9.657486,1
-3.0007765,2
-6.962499,2
-10.696962,2
-10.336958,2
-6.7384205,2
3.539369,1
10.910162,1
5.1123,1
-5.6495337,0
-2.5570407,0
12.430532,1
-11.238819,0
5.657402,1
1.1260301,2
8.822876,1
2.5820692,1
-8.622957,0
-0.2521081,0
-5.675446,2
-9.63405,0
-9.72024,2
-19.04896,0
0.35458118,2
-4.6868176,2
0.42470586,2
-4.9228296,0
-7.6082945,3
-13.930774,0
-1.757646,0
-1.0399148,3
-8.66024,2
-1.5871271,2
-6.2066426,0
10.093875,1
-3.646624,3
-1.0070333,3
0.16884463,2
4.5929484,1
-8.913753,3
-5.3265047,3
-4.767117,3
-2.7917616,2
0.47335243,2
16.213299,1
-4.5890927,3
-7.8879666,3
0.9824796,0
-8.968125,3
-5.9104757,2
-4.84005,0
-0.6133678,2
-9.912226,0
-10.948199,2
-4.370506,3
-6.01115,2
-9.863374,2
-6.0796504,0
-6.118824,0
8.395346,1
-5.770009,3
11.712826,1
-10.138593,3
-5.0511894,2
-13.536085,2
-1.7786472,0
-6.224236,2
-4.4832816,3
8.29282,1
-5.3081827,0
-5.4987335,2
-0.5168116,3
9.814831,1
-7.6319675,0
-8.103655,3
-2.163382,2
5.220494,1
-2.7455697,3
-0.92505264,2
-5.9457383,0
-6.539362,0
-6.564685,2
-7.226846,2
-8.053684,2
-8.074689,2
-8.339613,0
-5.1749206,2
2.208871,1
-3.4702802,2
-6.992406,3
-8.2395315,2
3.152243,3
-8.203714,0
4.293243,1
-14.159641,3
-5.466758,2
-10.713161,0
-0.16246948,3
8.62181,1
-11.280479,2
-8.155005,2
-3.0321174,0
-0.59631556,2
-9.835527,3
9.622841,1
-1.3815728,3
-11.861413,0
0.48040658,2
-11.030935,2
2.6953504,1
16.25453,1
-7.7456026,0
-0.16022196,3
-7.3676357,3
-4.4438243,3
-10.409871,0
-6.9991956,2
1.6002215,2
-9.364428,2
6.1628203,1
0.13230135,3
-7.961126,3
-7.862668,3
-7.525729,2
-5.1476827,0
-4.640295,3
0.95997816,1
-4.2332983,2
-6.007735,3
-9.720878,0
-3.3194644,2
-9.515165,3
-2.142773,3
11.390973,1
-6.478143,2
1.5141543,3
-1.9393939,1
2.780472,2
-7.0126166,3
-7.3142457,3
11.3025875,1
-7.68447,3
-6.565111,3
-6.037909,2
-2.8079,2
-1.2739099,3
9.415968,1
-7.2749496,3
-4.8166537,2
-4.130415,3
-7.894586,2
-2.314548,2
0.08655824,0
-8.176494,3
9.899192,1
7.1248426,1
-12.098593,0
-9.907649,0
-3.312982,3
-5.435025,2
8.5158615,1
-3.959543,0
-5.439279,2
10.578117,1
-13.460987,0
-8.140267,3
-0.29186296,3
4.8605666,1
5.5229044,1
1.990577,2
-1.874962,2
13.059694,1
-5.8711934,2
14.696504,1
-6.661093,3
-9.319576,2
1.5088876,0
4.0360346,1
-4.6194053,3
-9.873458,3
12.813444,1
-4.784466,2
9.90336,1
-1.6713933,0
-1.4449148,0
-7.1087794,2
-4.7793345,0
-0.63409346,3
8.687092,1
-9.80573,2
-7.7527657,0
-4.3507094,0
-8.346882,3
-3.7418616,3
2.4767244,1
-6.375932,3
-4.5716205,0
-3.7698581,2
2.8735228,0
-8.976989,0
-0.9051605,2
-1.0266414,3
-6.0130734,3
-2.6545355,3
1.7154832,0
-5.5743866,2
-1.7372358,2
4.0489616,1
8.055047,1
-0.4370995,2
-3.6370673,2
-2.4272618,0
-1.0702358,2
-1.8828504,0
-1.6961895,0
-8.923185,3
2.6506715,1
1.619976,2
-6.009072,2
-10.107356,2
-11.725637,0
-5.67517,0
6.5897117,1
-3.9217753,3
-7.464126,2
-5.9973626,2
-5.0692854,3
2.9267175,1
-3.8058882,3
-1.7503144,3
8.915347,1
-8.895359,0
-6.3726225,2
-3.5955853,0
-3.3037658,3
-3.2761424,2
0.6080481,3
-9.16175,0
-11.661628,2
-8.265702,2
-5.186436,0
1.407737,0
1.504514,1
-2.8976102,2
1.7716644,1
-2.272211,3
-10.548642,0
3.251721,1
-4.4278135,2
-8.297469,2
-10.106168,2
-4.9294415,0
-11.104371,3
-9.663495,2
-5.224072,0
1.0718762,1
-8.949985,3
-1.7486683,3
-1.294587,3
-3.2854426,3
-4.492475,0
-6.692978,2
-5.0579233,0
-10.801256,0
1.5962675,1
-2.1102624,0
7.305722,1
-4.2934365,2
-7.2959642,3
-6.8343406,2
-2.6898122,2
12.15033,1
5.3658175,1
-7.99751,2
-2.9826417,0
-3.6005473,3
13.911395,1
-5.981308,3
-4.211945,0
-1.1495563,0
-8.478061,2
-3.3168545,2
-2.3965662,1
5.076906,0
-8.857005,1
4.9482903,1
-5.1886244,3
-9.847386,2
-0.039474636,3
-13.1046715,3
-10.412708,2
-8.400221,2
8.296302,1
9.353508,1
-5.02135,2
3.8838165,1
9.223148,1
-0.08101614,0
4.6819677,2
-6.4895344,0
10.187242,1
14.693429,1
-8.066626,3
-7.328877,3
6.395373,1
-9.3113785,2
-2.669818,0
-1.5153039,3
15.481036,1
12.299772,1
-6.5095787,3
-5.2704296,0
0.5965943,0
1.5155845,1
-6.5633874,0
-7.49021,2
7.405248,1
7.036868,1
9.985512,1
7.503378,1
8.154651,1
-9.03396,0
10.213195,1
-2.8268735,3
9.803244,1
-7.196275,0
4.609906,3
-4.095812,3
-4.6199656,2
-10.868291,3
-13.104444,2
-7.4114103,0
3.166661,0
-9.844374,3
-1.6315998,3
1.8023535,1
-7.262636,3
-8.421732,3
7.830548,1
-8.926096,3
-6.2511296,0
4.565917,1
-6.1494284,2
-3.2381938,3
2.3713293,1
-2.1337836,2
12.851696,1
6.7118025,0
-1.3904746,0
-12.0174055,0
-7.174066,2
-6.268153,2
-9.29722,0
0.5309388,0
-5.9242325,2
-5.884114,3
-4.4078927,2
-4.410826,3
-2.9923983,3
10.0134535,1
-6.7108736,0
-3.2482738,3
-5.7644253,2
-2.2358878,2
-0.95735115,3
11.815631,1
-5.5972524,3
-6.597188,3
-3.9638445,3
-4.4164243,2
-6.0558934,3
-7.339862,2
2.571699,2
-7.54316,0
-0.59398556,3
2.067289,3
3.6019995,2
-6.643305,2
-14.326796,0
11.147012,1
-12.548562,3
-8.181124,0
0.6555023,0
11.448547,1
1.5217882,2
2.2124698,0
14.105479,1
-7.543922,2
-1.5625725,3
-1.6772943,0
16.905457,1
-3.8733964,2
-3.4832563,3
-3.4701447,3
-13.939475,0
2.485881,1
-6.318984,3
-1.0117642,2
1.9638624,3
-6.287267,0
-7.79076,2
15.22003,1
-12.64109,3
-6.043796,0
-4.7633934,3
-4.274061,3
-1.5458195,1
-2.9490426,0
-10.362037,2
-4.7203937,0
-4.5362873,3
-9.3845415,3
12.341601,1
0.87367344,0
4.5983453,2
-0.85463417,3
-4.5999146,2
-0.90682906,0
1.5459503,0
-4.448059,2
-10.473767,0
1.2629654,3
-6.639601,3
-0.81074125,3
-11.953541,0
-7.8577623,2
-0.09926512,3
-9.1131315,0
-6.027028,1
-9.648293,0
-3.7103763,0
0.18581404,2
-1.912667,3
3.2149677,1
-1.3081315,0
-1.1944423,3
-4.0102673,3
11.691966,1
5.52478,1
-10.001761,2
1.6015493,1
0.82578075,1
-7.5118265,0
11.332722,1
-3.5096445,2
-7.6056957,2
-7.2090564,2
-4.9840307,3
-1.8115233,3
0.11191916,3
13.452715,1
3.954121,2
-1.167711,0
3.6868756,1
-6.382715,2
7.984575,1
-1.4097002,3
-4.3726063,3
-3.5231657,3
12.832394,1
1.2755324,1
8.737363,1
-8.339515,2
6.7036104,1
11.588447,1
-5.471544,2
-2.2299953,0
2.1616898,1
-1.556992,3
-3.7458453,3
-12.731788,3
-5.19914,3
-8.851345,2
-5.3147864,3
9.859831,1
4.8110805,1
-8.377364,2
-1.712382,3
-11.271258,2
-4.7971053,2
4.850601,1
10.46443,1
-10.957733,0
-6.8105154,0
-4.564161,3
-8.181051,0
-0.95762503,0
-2.7047832,2
-9.249758,0
10.692252,1
7.5546556,1
4.736521,1
10.700465,1
-8.637602,3
15.365311,1
17.248226,1
-5.0010176,2
-6.2749515,2
7.7179418,1
-0.8391765,2
8.81527,1
-0.37000674,0
-1.7853091,2
-8.915651,0
-4.2353654,2
2.4199593,0
-7.6421514,2
3.4710677,1
-10.028781,2
-4.979581,2
12.631942,1
-7.0050797,0
-8.292986,0
8.575936,1
-11.174532,2
-8.586323,0
-6.1854105,2
8.081475,1
6.603213,1
-4.943101,2
9.678204,1
1.037278,1
-11.180496,0
-8.202375,0
0.058149867,3
-7.0793276,3
-2.004574,0
-6.653846,2
-8.538465,0
5.9569025,1
-0.51816493,3
-8.053334,2
-4.8824477,2
-10.204463,2
-3.4344847,3
