predictions,labels
11.718264,1
4.6507206,1
-4.617405,3
-3.8487659,3
-2.047126,3
-5.751072,2
-4.2770166,2
1.4116256,0
8.7151985,1
-1.1353004,2
-2.3019736,0
4.596981,1
11.647581,1
1.8120333,1
-0.48212573,2
6.9527197,1
-7.6281376,3
13.470743,1
6.6331716,3
-3.922586,0
12.384252,1
-3.4137104,3
-1.1623868,3
-2.2353957,0
9.535456,1
4.3097973,3
-4.255126,0
-6.641901,3
-1.6820176,3
-0.8893004,3
8.589807,1
0.4379622,3
10.204168,1
-0.4382563,0
-3.6083841,2
14.022301,1
11.483168,1
0.16766453,0
3.9259202,0
-6.4376984,2
14.235822,1
7.917978,1
-6.0064325,0
2.2621956,2
-2.4290888,3
-1.6746984,0
1.3943148,0
7.2412996,1
-1.925139,0
-3.3795643,2
-4.7256365,0
0.037600555,0
-6.497114,2
9.813982,1
-4.6262245,0
14.9432125,1
-4.6122274,0
-0.36674824,2
0.5119207,2
-4.927856,3
-4.550803,2
3.3416026,0
-6.3727674,0
-2.4105866,0
0.11600045,0
7.9696946,1
-4.219724,0
-1.266543,2
-7.2453504,2
-9.368318,2
8.634169,1
-7.2477875,2
10.005152,1
-0.14291668,3
-3.2967012,2
-1.2996757,3
14.0714445,1
11.621819,1
-2.090426,3
1.9644638,2
-4.4581995,0
3.077661,2
-3.0607908,2
-5.108577,0
-0.9287876,2
-0.91722685,0
-6.9505916,0
-1.4771025,3
-2.0946128,0
-5.6248064,3
11.137686,1
1.3487707,3
-3.4181998,0
-9.582957,3
-3.0852826,3
-3.5090027,2
-3.003187,3
-3.3928697,2
-2.0765383,0
-7.5823975,0
-6.358341,2
-5.49838,2
-3.813668,2
10.008911,1
11.811103,1
8.06791,1
-0.16758293,2
0.5834349,3
-3.2180636,3
11.380966,1
-5.791827,3
-2.0105507,3
-4.733037,2
-5.1915083,0
1.3796135,2
0.32987478,3
-1.0230286,2
-8.019989,3
-3.6074755,2
-1.774551,3
-6.075339,3
-6.611842,3
-6.2716694,0
-5.0420094,0
17.114273,1
0.45800793,2
-5.4273777,3
3.4677093,1
2.1204085,3
2.1110933,3
-4.192457,3
-5.4753923,3
-5.282707,0
-5.8339925,2
-8.51899,0
-7.63274,0
-9.910863,0
-7.9441304,2
15.227084,1
-1.0090005,0
-5.2475085,2
-1.207874,3
-2.4113355,0
-0.35863006,3
-4.0323987,2
16.343542,1
-3.4763408,0
10.087796,1
-5.607312,2
9.383303,1
-2.3631642,0
-7.5673475,0
0.4782182,0
0.9911632,1
10.107149,1
-0.4383097,2
1.5623069,2
12.549323,1
-6.528035,2
-3.9570377,2
4.018256,0
4.1684694,3
10.315543,1
-1.2342548,2
-4.236911,3
-0.6286076,0
-1.6311158,3
-5.273834,2
-1.1550987,2
-0.43308264,2
8.20696,1
1.268136,0
-3.4187362,0
-3.7956014,3
8.085196,1
-4.441818,0
8.398156,1
-0.90603614,3
-4.9818716,0
11.042112,1
0.9101113,0
4.8401303,1
-0.86925894,0
-2.1568158,2
-5.306093,3
-7.7600174,0
-1.0192153,2
-2.4884434,0
-3.457557,2
-1.46829,0
-4.280898,2
1.8243036,3
-9.565947,3
1.719366,2
-6.522481,3
-5.8305645,2
0.27008596,0
4.281188,3
9.194113,1
-5.195959,2
0.19315347,2
-1.2507857,2
0.67949694,1
9.204791,1
0.5497531,2
-5.8416095,2
0.14066163,0
10.93841,1
-4.4905486,0
-0.760714,0
-10.328621,0
-7.061075,0
1.1708786,0
-2.6276526,0
-0.94816774,2
1.5020944,2
-0.62586635,0
-8.955236,0
7.531374,1
1.3335645,2
12.973467,1
11.134658,1
0.48521274,0
-1.6904042,2
10.858419,1
1.3677568,3
-5.54152,2
10.553402,1
-2.8895953,0
-3.9732165,2
13.513015,1
6.4837313,1
1.0137899,2
5.229559,1
-4.805672,2
-6.4595227,2
-9.293749,2
8.605688,1
-5.384757,0
-6.8756647,0
-1.0043561,0
-3.8342264,0
-3.8618217,3
-6.66432,3
-7.4169316,0
5.0209236,1
-0.11742579,0
-5.0538626,0
-4.0500317,2
-3.6781833,0
12.030671,1
6.083248,2
-3.850715,2
-0.72812194,0
14.063895,1
10.85335,1
-6.8179693,0
0.808111,3
14.555823,1
-2.8749673,2
-2.524456,0
-2.7725217,2
-1.0539154,0
3.424887,1
-7.7907047,3
-3.7879686,2
-9.479675,2
9.230345,1
-4.3822103,2
-2.9249096,2
2.6377475,2
9.688286,1
-3.9544215,2
13.163796,1
-0.03436827,3
-2.350311,0
7.565531,1
-1.8539747,2
11.917797,1
17.12609,1
-2.275958,2
-2.9753096,3
16.168278,1
-7.2646112,0
14.676252,1
-3.7317848,0
-2.5024254,2
14.886478,1
15.693174,1
-1.0321097,2
-4.216728,0
-5.5528374,3
-10.083109,0
-3.4681263,0
13.2156515,1
10.954193,1
-3.6317475,0
11.57067,1
-7.5740047,3
-3.7215917,2
0.20023802,2
12.218513,1
2.3706386,0
-0.27023038,0
-5.015277,0
13.465597,1
0.18754923,3
-6.1226416,0
2.0745773,1
-5.107141,3
-5.223453,2
-6.408448,2
-3.422923,0
-1.3915765,0
-9.743798,0
-1.067602,0
-0.39647472,3
-1.2470801,0
0.58832604,3
-0.96249,0
-4.504713,3
-0.4798678,3
-7.2125773,0
-4.020006,3
16.301966,1
1.4235754,3
1.4180876,0
-7.6658497,0
9.530697,1
16.257195,1
15.697527,1
7.361483,1
-0.91542286,3
-6.0895567,3
-2.693,3
-7.8073535,0
0.208579,0
3.122142,0
12.418353,1
4.3005357,0
-2.8831909,2
1.1415931,0
-0.8418338,2
-5.584807,2
-10.456852,2
-3.0906777,0
3.8692315,3
-7.63988,0
-3.0350373,3
0.1702293,2
-3.0703893,0
-1.374357,2
-0.57446283,2
8.72159,1
-3.9548025,3
-8.2473955,2
9.066534,1
0.70687693,3
14.773094,1
-5.5786037,3
0.8063556,3
-6.3103924,3
-2.7405546,0
0.92034435,2
-3.1779342,2
-1.7312012,0
-8.799823,3
-5.0600634,0
1.4981146,3
14.292442,1
-4.5841465,3
9.4248705,1
-1.2244806,2
2.6456568,3
-9.0700655,2
-1.1704829,3
2.8946364,2
-4.646281,2
1.3412348,0
-3.2177975,2
-6.7545166,2
4.812297,3
14.570226,1
13.267546,1
-1.2930068,0
9.602163,1
9.15099,1
-1.6872847,0
-1.5808663,2
-3.040229,2
-4.4153724,2
-5.531738,3
-4.931405,0
11.27194,1
-10.667654,3
12.722825,1
-5.1820073,2
8.802779,1
-1.8733075,3
3.8110516,2
-3.318496,2
-3.0825276,2
-1.3566992,3
4.136412,2
-4.3845115,2
-4.935066,3
-4.316511,2
-8.784304,0
-5.32656,0
11.805231,1
15.2936945,1
1.6606989,3
-2.575372,2
11.048773,1
-7.623124,2
-2.8957374,0
-3.9111502,2
-3.993644,2
-8.24693,2
-1.5439839,2
-3.1767328,3
-4.531653,0
-1.2105172,0
-5.294817,0
-2.657232,0
-9.070561,0
-1.1980734,0
14.990565,1
-9.276482,3
0.562308,3
-6.625664,3
-7.4857693,2
11.975599,1
0.688724,1
-6.5978084,2
16.014164,1
-0.9412436,2
-5.3903723,3
-5.9372883,0
-6.2021084,3
-5.7045684,3
-0.035228036,2
-0.7301418,2
-4.434388,2
-2.2763803,2
-8.315639,3
-9.163571,0
2.464979,0
14.318171,1
-4.146519,2
-6.143284,2
-6.8291683,2
-5.8395896,2
13.72325,1
3.278156,1
-6.2707524,3
-1.1970701,3
8.109704,1
-4.279722,3
7.7789655,1
-0.8618563,0
-2.6617677,2
13.868431,1
-1.7271273,2
-1.5465009,0
-2.560521,0
-3.319805,3
-0.47781324,3
-5.756302,3
-5.035951,0
12.641821,1
-5.839596,3
-2.027949,3
13.05995,1
0.08717061,3
-1.8840364,2
14.640105,1
-4.9097514,0
-3.244244,3
-4.7234483,2
1.3411998,3
-9.483682,2
15.657833,1
13.951716,1
-2.8376722,0
-6.267951,2
-1.8501348,3
-7.405651,3
1.2894769,2
-4.0289645,2
-8.176781,2
-0.09438964,0
-9.106218,2
14.562706,1
-6.956733,2
0.932697,2
3.4490845,3
8.323143,1
8.260733,1
-4.472038,3
5.885191,1
-4.0140877,2
-1.0292125,2
-4.342661,3
-10.742854,2
0.64752054,3
14.056052,1
-1.144603,2
-1.2364024,3
-0.2347987,3
6.9104347,1
-4.9341464,2
-3.0795438,3
6.2115445,1
3.3850167,2
0.036062397,3
-5.364404,3
-7.876134,2
1.0319309,3
8.932114,1
0.8927699,0
-3.1653411,2
-6.171092,2
7.35263,1
-5.0401382,2
-1.7979679,0
-5.4694304,2
-3.8440278,3
0.775721,3
-3.207561,2
-2.1007106,0
-5.471818,0
9.558554,1
-5.106333,0
-4.8273153,0
-0.9817404,0
-2.1355727,0
10.457042,1
-7.189623,2
-3.6985998,2
-0.3832169,3
19.241316,1
9.620893,1
10.52116,1
-7.7132754,0
4.0079365,2
-2.3613214,3
-3.2334838,2
-2.0339537,3
-0.4269836,2
-6.3538017,3
-3.333924,3
0.41980788,0
0.73526865,2
2.831963,1
-1.2023691,0
4.885559,2
-0.15029594,3
-6.178735,3
15.480648,1
3.1687882,0
9.608723,1
6.5727577,1
-3.1022208,3
1.5625879,2
-1.3468157,2
-4.1991487,2
-4.1752563,2
-7.2304554,3
2.2558334,1
-6.7097764,0
-1.5850027,3
0.29486236,2
-4.950877,3
-5.4493904,0
4.754316,3
-8.62072,3
-3.9821203,3
14.888357,1
8.11903,1
-4.225446,0
11.0109005,1
14.293706,1
-4.7276974,2
-7.958282,0
4.037636,1
-4.2949567,0
-4.8976507,0
-5.123869,2
-9.351437,2
-4.6975727,0
12.7734785,1
-1.3567543,1
6.7016277,1
-0.5442354,3
-3.1765995,2
11.546434,1
-4.5304995,3
13.481094,1
2.796346,3
1.7953991,2
-4.362297,0
-0.34923166,2
-5.5999064,3
-4.444596,2
-7.102362,3
1.135925,0
-2.8616295,0
13.517863,1
1.2543468,0
-5.9901233,2
16.573704,1
-3.3429196,2
2.3259983,2
-2.170638,3
5.8040147,1
-3.8032815,2
2.575934,2
11.723715,1
-4.19425,0
3.7993515,1
-1.7429049,0
9.948351,1
20.910011,1
-6.0055,2
-4.1308384,0
3.4804854,1
-4.845299,3
-1.3104455,3
15.837199,1
-7.962146,2
-3.477556,3
-5.6204214,2
-6.722067,3
-3.5191739,0
-1.3357254,3
11.479939,1
1.4316206,2
-4.9921327,2
-9.194967,3
-5.9414706,2
13.533065,1
16.964218,1
-6.774046,2
-1.7645981,2
-4.84293,3
-4.404486,2
-4.733724,2
15.644873,1
11.388618,1
-3.995503,3
-2.6477532,0
-2.6421525,2
9.448731,1
9.576681,1
-5.710203,0
-1.4853872,2
2.0229235,0
-1.0315657,2
1.5290409,1
1.6649265,3
-3.060519,3
-5.920725,2
-8.3158455,2
-5.0218773,0
0.5239467,3
-7.4037943,3
-4.719054,3
-5.8966303,2
-3.4061317,2
4.1952085,1
-0.010518366,3
-2.0692766,2
-4.599228,2
3.2649643,0
-1.3108635,0
-0.7232712,2
2.9956036,3
2.7456641,0
-2.245725,3
1.2589889,3
1.0176262,2
