predictions,labels
-2.794719,2
0.65128064,1
-0.517274,0
0.18502748,2
-0.72283787,2
-0.4266156,0
1.2985774,1
-0.46243232,1
-0.9004922,0
1.1745121,3
0.006600037,1
0.039636068,1
-0.96832734,0
0.06683216,1
-0.633233,0
-0.5353948,2
-0.44914892,3
-0.7241535,0
-0.824255,2
0.20387119,1
-0.149863,3
-1.6196294,3
0.35681883,3
-0.054066405,2
0.108153634,1
-0.26914608,3
-1.4544296,2
-0.16298041,2
0.056363516,0
0.31160223,1
0.14761806,2
-0.77270174,2
-0.6487875,0
-0.4626158,2
0.7171516,0
-3.1235623,2
-0.9489846,2
0.013519891,1
-0.27797017,3
-1.9189603,2
-0.80353713,2
-0.23495826,3
-0.9937454,3
-0.092994794,2
0.7996441,2
-2.259253,0
-0.7291973,0
0.59336895,1
0.1601086,0
-2.011866,2
-0.30032092,2
-0.5700973,0
-0.78152084,2
-0.8665469,0
-0.12360192,2
0.34592336,1
-0.54533535,0
0.26976436,2
-3.5818594,2
-0.86674607,1
-0.76013345,0
0.3401386,1
-0.5965711,0
1.0349108,3
-0.19158736,3
-2.0803843,2
-0.7250273,3
0.7070515,1
0.09587649,1
-0.7449663,3
-1.0745373,0
-0.070712335,1
0.057977073,1
-0.17497885,0
-0.21137497,0
0.024037883,1
-0.28613377,2
0.054261543,3
0.11081653,3
0.5501386,1
-0.9268098,2
-2.7703793,2
0.0906487,3
0.2818189,2
-1.8185792,0
-0.5903946,3
-0.014022432,0
-0.23625115,2
-3.960323,2
-0.32566133,3
-0.20543596,1
-0.2087518,3
-2.9325716,0
-0.041494034,2
-2.133527,0
0.32456258,2
-0.9713322,2
-0.13818991,1
-0.2221097,2
-0.04513727,1
0.40430984,3
-0.52926165,3
-0.116979405,2
0.15633067,0
-0.50880945,2
-0.13109925,2
-1.1722858,3
-1.1961365,0
0.20038936,3
0.6790297,1
1.5408659,1
-0.058166124,0
-0.27495846,3
-0.029401012,0
0.7600525,1
-1.4758815,2
0.9049998,1
0.5311345,2
-0.9617428,1
-0.060863726,2
-1.3216718,3
0.4377836,0
0.70892596,0
-2.3090978,2
-0.26846415,0
-0.21179375,3
-0.18669596,1
1.2093889,1
-0.5826739,2
-0.14530662,0
0.5802709,1
-0.23655623,3
0.15351209,0
-1.2368624,2
-1.4674709,2
-0.43086824,2
-0.14604932,1
-0.297436,0
-0.67242897,3
-1.2160716,0
-0.45821154,2
0.20374224,3
-0.4773836,1
0.14700839,0
-3.9003851,2
-0.18160075,0
-0.34406155,3
-0.7338683,2
-0.23400083,2
-0.27703235,0
-1.6918774,1
-0.24252084,1
0.7723828,1
-0.22002178,0
0.648505,1
0.0562296,1
-0.3346459,1
-0.76442695,3
0.107523434,2
-0.98262686,3
-1.9353415,0
-2.3568008,2
0.36506638,3
0.40557852,1
-0.23817551,2
-0.7022213,3
-1.0514774,0
0.422271,1
-0.684203,0
-0.46790808,2
-2.1303287,2
-0.8004086,0
-1.6145421,0
0.19146174,3
-1.0030416,3
-0.8852762,1
0.21282786,3
0.6429703,3
-2.6357293,0
-0.18311441,3
-0.077178754,1
-0.5630272,0
-0.18273537,2
-0.8903494,2
-0.9600085,2
0.34082353,2
0.51675904,1
-0.099638574,0
-1.4082787,2
-1.5116037,2
-0.3142353,0
-0.39425972,3
-0.55181515,3
0.07143169,0
-0.8380163,1
-2.6447463,0
0.36956906,1
-0.4570326,2
-0.590904,3
-0.8547103,0
-1.0631316,3
0.39161935,3
-0.7160332,3
1.2741452,1
0.025485627,1
0.0043038502,2
-0.35722396,1
-1.177408,0
-1.6142513,2
-0.0900824,2
-1.2771907,2
2.855927,1
-0.53299224,0
-0.76895255,2
-1.5982046,0
0.41782588,1
0.64642215,1
-0.7597105,2
0.35371143,1
-0.551009,3
0.5343659,1
0.943951,2
-0.017818004,1
-0.89238644,3
0.0020923987,2
0.36051515,1
0.30934843,0
-0.67024434,0
-1.5734594,0
-0.47725457,3
0.69972014,1
-2.1487968,3
1.5813817,2
-0.949744,2
-0.54711676,3
-0.7612999,0
-1.2908056,3
0.4156286,1
0.34487706,1
0.23731822,2
-2.0886674,3
-0.55127615,3
-0.19109765,3
-0.8921766,2
-1.2657504,0
-0.22344688,0
-0.54051304,0
-1.0977949,0
-0.2874388,3
-1.2642412,2
-1.1061206,3
-0.6705756,2
-0.08833928,3
-1.0280278,0
-0.19913203,3
-0.1442906,2
0.43907583,3
-1.0401274,2
0.25184265,1
-1.2118027,0
1.5011883,1
0.017567314,0
-0.2932936,3
-0.2547397,1
-0.9003263,0
-0.10091038,2
-0.92285115,3
-0.09987494,1
-1.3100115,0
-0.051091667,1
-0.82410413,2
-0.5044552,0
-1.3745492,2
1.5329996,1
1.2349296,1
-0.5312507,3
1.4324417,1
-0.41037703,1
-1.0204042,2
-2.7424357,0
0.65530574,1
-0.9494669,0
-0.9240838,2
-0.27657202,3
-0.19966659,2
-0.29583952,3
0.6741021,1
-2.0167055,2
-0.79569876,3
-0.3821482,0
-0.056314148,1
-0.4127839,1
-1.6328626,2
-0.077783845,0
0.29678977,0
-0.83565336,2
-0.14358929,2
0.28183764,1
-0.15916882,3
-0.22825763,0
-0.017645754,2
-0.3290396,3
0.28351724,1
-0.44212794,0
-0.5351781,2
0.38591677,1
-1.6505034,0
-0.5820714,1
0.65008175,3
-0.11373481,0
-0.492555,3
-0.37841612,2
-1.6171813,0
0.28299913,1
-1.5991639,0
-0.78704965,2
0.4177271,1
0.07013171,3
0.6295539,2
0.10197017,2
-0.6562646,3
-0.9550941,0
0.18438715,3
-0.30455124,2
0.41521877,1
-0.7789278,3
-1.0095125,3
-1.7209418,0
0.0656118,1
0.5840254,1
-1.0836471,3
-1.120767,2
-0.6510945,3
-2.7114677,2
-0.29105976,2
0.38192052,0
0.578051,1
-0.3041343,3
-0.5875065,3
-0.03859102,2
-3.6478765,2
-0.81615114,2
-0.3908546,2
-0.75567734,3
0.08108079,2
-2.8398037,0
0.32744566,3
-1.3164233,0
0.113808475,1
0.1992608,2
1.4937205,1
-0.12015664,0
-0.75481176,2
1.3543082,1
0.0512402,2
-0.33492568,3
-1.8963312,0
-0.8349267,2
0.34628403,1
0.09154468,0
-1.9028231,2
-1.9927405,3
-0.73983383,0
-0.830423,0
-0.62838674,0
-0.5781898,2
-2.5125923,2
0.06050346,3
0.39346355,1
-1.1084019,0
-0.62888294,2
-0.8327848,0
-0.52020556,0
-0.16723764,2
-0.09169394,3
-0.45936364,0
1.1703229,1
-0.9696425,0
0.16814888,3
-1.5354465,2
-0.9402623,0
1.193093,1
-0.8227294,2
0.10329192,3
-0.9757538,2
-0.10890066,3
0.3332059,2
0.6278106,2
-0.13173124,2
-0.67024386,2
-1.9212484,2
2.1057215,1
1.734577,1
0.86140335,1
0.65572846,2
-0.1851849,1
-0.45711577,2
-0.58549464,3
-0.44422626,0
0.024197765,1
1.5873685,1
-0.6806526,2
-0.9076833,0
-1.1233467,1
-0.7925816,1
-0.14787619,3
-1.5872116,3
-0.38562053,0
-0.33799857,1
-1.4209386,2
-1.554719,2
-0.09717646,2
-1.7492908,0
-0.7057598,1
-1.7832739,0
-2.1227922,0
1.1491332,1
-0.4480381,2
-0.1300107,3
-1.952615,3
0.32323188,3
-2.1317883,2
-0.4581188,3
-0.54550374,2
-0.37962058,3
-1.8470757,2
-0.10655237,2
-0.6339911,3
-1.0924382,3
-0.35440177,0
0.6052012,2
0.7515629,1
-0.35615212,0
-0.41114295,3
-1.2612991,0
-2.2453144,1
0.17831346,1
0.14129409,2
-1.4783686,2
-0.07667767,1
-0.4904825,3
-0.7378748,3
-0.28567624,3
-0.20264025,3
0.30730987,2
0.15855157,3
-1.434872,0
0.7244041,1
-0.37258527,0
0.36152422,1
0.38273904,0
-0.9431468,2
-0.5509018,3
-0.616224,2
-0.30854928,2
-0.070241325,2
0.017752804,0
0.2088182,2
0.24871033,3
-0.2563181,2
-1.7877785,3
0.52202713,0
-1.0195278,0
-1.1993334,3
1.3551059,1
-2.669343,2
0.15795112,3
-1.021785,0
-0.6223397,0
-0.053432494,1
-0.3851765,0
-0.8117567,3
-0.5657135,3
-0.98863196,1
0.38829207,1
0.1293185,2
0.8460498,1
-0.15197212,3
-0.6393508,2
0.12249502,1
-0.039608136,1
0.48449117,3
-1.0249988,2
0.35994282,1
-3.0382376,0
-1.7673287,0
-2.955187,0
0.048546396,0
-1.4000595,0
0.8435923,1
-0.35474512,1
-0.1795719,1
-2.696219,2
0.43375134,2
0.27755165,1
0.062528424,3
1.3942759,1
-0.97266495,3
-1.6293045,2
-1.4565451,0
0.39176226,1
-0.56763345,0
-0.53442967,3
0.08861124,3
-0.57897687,3
-0.54107225,0
-2.6263597,2
-0.2687203,0
0.023745857,1
-1.1474112,0
-0.35383654,3
0.41012123,1
0.7048815,1
-0.36275595,2
-0.36391884,2
-0.8510889,1
-0.20837444,0
-1.9733547,0
-1.8414783,2
-0.48507595,2
-0.39370143,2
-1.4686182,2
-0.5995883,3
-0.13567321,1
0.25594497,2
0.46349227,0
0.118001424,0
-1.0302485,0
-0.60480136,3
0.56281066,3
-1.2183557,0
-2.0339057,0
-2.8089848,2
-1.3833249,0
-1.7315819,0
0.40801176,1
-0.0023939088,1
-3.292791,0
-0.07004428,3
0.8578265,2
0.35950887,1
-0.17253307,1
-0.054960027,2
-0.015488721,3
0.08358621,1
-0.35241455,2
-0.36384922,2
0.116094254,2
-0.3696946,0
-0.11676009,0
-0.7380867,2
-0.13933474,3
-0.4663267,2
0.9872104,0
-1.3409505,0
-0.5939969,2
0.4389981,3
-1.2091275,2
-2.0674455,2
-0.039721273,2
-0.21998999,3
-0.62735933,3
-1.0139117,2
-0.8175731,2
-0.5884416,3
0.4792773,1
-0.75695044,0
-1.2303889,3
0.71511185,2
0.1731129,1
0.52494586,2
-1.0372537,0
-0.31572253,2
0.4734406,2
-1.0608343,1
0.071931414,3
-0.92176056,2
0.23569429,3
0.16082329,1
-0.17851636,0
0.015807502,1
-0.17654946,1
-2.5345533,0
-0.9025227,2
-0.51130646,2
-0.080836095,0
0.46863014,1
-1.1388358,3
-0.60453737,0
0.06563101,1
-0.29910207,3
-1.5682425,2
-0.45360076,0
-0.24085909,1
-0.10251439,0
0.17736518,1
-0.4296524,2
-0.69325584,0
0.87517434,1
-0.14699525,3
0.5956547,2
0.1022084,2
-0.28159037,3
-0.43974245,1
-1.3564109,2
-0.69465166,2
-1.6537783,3
-0.8223938,0
0.040967755,3
-0.33161372,3
-2.8936224,2
0.008486114,1
0.85321265,0
-2.4726098,0
-0.67119396,0
0.17850834,0
-0.7212024,0
-0.4666584,2
0.31511676,3
-1.336647,0
-0.24293083,0
-0.5786447,2
-0.3861428,2
0.06605422,1
-0.6687178,0
-0.23779127,3
0.9407532,1
0.019425735,1
-3.2953045,0
0.95030427,1
-0.6664126,3
-0.97966886,3
-0.21275914,2
-1.7733346,0
-0.29196358,0
-0.9891227,3
-1.0976995,3
0.80280155,1
-1.6569004,2
-0.13826597,0
-0.25248322,3
-0.9150592,2
1.0432963,1
-3.0527794,3
-0.7728444,3
-2.762981,3
0.98501694,3
0.5509387,3
0.37106204,3
-0.3158805,3
-3.46026,2
-1.0565755,2
0.003438376,1
-0.24094555,0
1.056166,0
-1.6494098,2
0.0069741234,3
0.13742837,3
-0.4946323,0
-0.8645149,2
0.86504316,1
-0.4426491,2
0.54505026,2
0.26021683,1
-1.0378612,3
-1.6323087,2
-0.54875004,3
0.19831866,3
0.5747547,1
0.34197408,0
-0.91950756,3
-0.5806486,3
-1.1404128,2
0.31587088,2
1.189083,1
-0.6012132,1
-0.13617563,2
-0.16811338,2
0.90943223,1
-1.0856663,3
-0.15208307,0
-0.26205125,3
-2.9575863,0
0.29912424,1
-0.49389166,3
0.32119864,1
-1.5609808,2
-0.12881258,3
0.24544716,1
-0.87466824,3
0.529104,0
-0.33138976,3
0.011951797,1
0.20753998,1
-0.97130406,2
-0.3506069,3
0.7353562,0
-0.8441464,1
-1.0890021,0
-0.3655601,3
0.010559216,3
0.53534365,1
-0.05787087,0
-0.8632333,3
-1.0040342,0
-0.024749234,0
-0.16359589,1
0.887471,1
-0.8691474,2
0.5385214,1
-0.043237388,1
-0.5272687,0
-0.95379776,0
0.10710076,2
-0.1349386,3
-0.25530252,2
-1.2927577,0
-0.3722373,3
0.7157699,1
-1.05687,3
-0.35688344,1
0.783229,2
-1.2503115,3
-0.050647862,1
0.28929907,2
-0.44728643,0
0.16905719,2
0.069190405,1
-0.60043526,3
-0.3591607,1
-0.659108,1
0.22979918,0
0.275887,1
0.17286715,2
-1.4172697,2
-0.9788451,3
-0.43112886,3
0.020130955,3
-0.20020193,2
-0.95620906,2
0.08983075,1
-0.4805922,2
-0.7066866,3
-0.1482996,3
-0.17510593,2
-0.32319665,0
-0.43983787,0
0.37801543,1
-0.56191856,0
-0.20480117,1
0.09777125,1
-0.17430076,0
-0.43875968,3
-0.28074813,0
-1.5732216,2
-0.66880906,0
-1.634253,2
-0.16641322,3
0.029551275,2
0.6819841,2
0.8175381,2
-2.6033726,0
0.47765583,1
-0.359752,0
0.5221578,3
0.7069773,0
2.861724,1
0.9422604,1
-1.4574244,0
-0.1046185,2
-0.2744143,2
-0.868951,3
-0.44672543,1
-0.062142335,0
-0.62938607,0
-1.0250987,0
-0.25464472,2
-0.1293841,2
-0.42915913,1
